country,country_code,income_group,method,region,year,outbound,increase_rate
Bahamas,BHS,High income: nonOECD,TFR,Latin America & Caribbean,2014,1695,116.751918
Bahrain,BHR,High income: nonOECD,VFN,Middle East & North Africa,1997,1544,
Bahrain,BHR,High income: nonOECD,VFN,Middle East & North Africa,1998,2441,58.095855
Bahrain,BHR,High income: nonOECD,VFN,Middle East & North Africa,1999,2128,-12.822614
Bahrain,BHR,High income: nonOECD,VFN,Middle East & North Africa,2000,2383,11.983083
Bahrain,BHR,High income: nonOECD,VFN,Middle East & North Africa,2001,4186,75.660932
Bahrain,BHR,High income: nonOECD,VFN,Middle East & North Africa,2002,6693,59.89011
Bahrain,BHR,High income: nonOECD,VFN,Middle East & North Africa,2003,6051,-9.592111
Bahrain,BHR,High income: nonOECD,VFN,Middle East & North Africa,2004,7669,26.739382
Bahrain,BHR,High income: nonOECD,VFN,Middle East & North Africa,2005,8699,13.430695
Bahrain,BHR,High income: nonOECD,VFN,Middle East & North Africa,2006,10136,16.51914
Bahrain,BHR,High income: nonOECD,VFN,Middle East & North Africa,2007,13193,30.159826
Bahrain,BHR,High income: nonOECD,VFN,Middle East & North Africa,2011,22418,69.923444
Bahrain,BHR,High income: nonOECD,VFN,Middle East & North Africa,2012,22805,1.726291
Bahrain,BHR,High income: nonOECD,VFN,Middle East & North Africa,2013,1211,-94.689761
Bangladesh,BGD,Lower middle income,TFN,South Asia,1995,3408,
Bangladesh,BGD,Lower middle income,TFN,South Asia,1996,4016,17.840376
Bangladesh,BGD,Lower middle income,TFN,South Asia,1997,4869,21.24004
Bangladesh,BGD,Lower middle income,TFN,South Asia,1998,4379,-10.063668
Bangladesh,BGD,Lower middle income,TFN,South Asia,1999,5208,18.931263
Bangladesh,BGD,Lower middle income,TFN,South Asia,2000,5901,13.306452
Bangladesh,BGD,Lower middle income,TFN,South Asia,2001,6867,16.370107
Bangladesh,BGD,Lower middle income,TFN,South Asia,2002,6681,-2.708606
Bangladesh,BGD,Lower middle income,TFN,South Asia,2003,7021,5.089059
Bangladesh,BGD,Lower middle income,TFN,South Asia,2004,9238,31.576698
Bangladesh,BGD,Lower middle income,TFN,South Asia,2005,6892,-25.395107
Bangladesh,BGD,Lower middle income,TFN,South Asia,2006,6955,0.914103
Bangladesh,BGD,Lower middle income,TFN,South Asia,2007,11825,70.021567
Barbados,BRB,High income: nonOECD,TFR,Latin America & Caribbean,1999,114,
Barbados,BRB,High income: nonOECD,TFR,Latin America & Caribbean,2000,175,53.508772
Barbados,BRB,High income: nonOECD,TFR,Latin America & Caribbean,2001,166,-5.142857
Barbados,BRB,High income: nonOECD,TFR,Latin America & Caribbean,2002,274,65.060241
Barbados,BRB,High income: nonOECD,TFR,Latin America & Caribbean,2003,185,-32.481752
Barbados,BRB,High income: nonOECD,TFR,Latin America & Caribbean,2004,214,15.675676
Barbados,BRB,High income: nonOECD,TFR,Latin America & Caribbean,2005,372,73.831776
Barbados,BRB,High income: nonOECD,TFR,Latin America & Caribbean,2006,355,-4.569892
Barbados,BRB,High income: nonOECD,TFR,Latin America & Caribbean,2007,478,34.647887
Barbados,BRB,High income: nonOECD,TFR,Latin America & Caribbean,2008,399,-16.527197
Barbados,BRB,High income: nonOECD,TFR,Latin America & Caribbean,2009,531,33.082707
Barbados,BRB,High income: nonOECD,TFR,Latin America & Caribbean,2010,397,-25.235405
Barbados,BRB,High income: nonOECD,TFR,Latin America & Caribbean,2011,403,1.511335
Barbados,BRB,High income: nonOECD,TFR,Latin America & Caribbean,2012,499,23.82134
Barbados,BRB,High income: nonOECD,TFR,Latin America & Caribbean,2013,485,-2.805611
Belarus,BLR,Upper middle income,TFN,Europe & Central Asia,1995,217,
Belarus,BLR,Upper middle income,TFN,Europe & Central Asia,1996,672,209.677419
Belarus,BLR,Upper middle income,TFN,Europe & Central Asia,1997,900,33.928571
Belarus,BLR,Upper middle income,TFN,Europe & Central Asia,1998,1089,21
Belarus,BLR,Upper middle income,TFN,Europe & Central Asia,1999,246,-77.410468
Belarus,BLR,Upper middle income,TFN,Europe & Central Asia,2000,100,-59.349594
Belarus,BLR,Upper middle income,TFN,Europe & Central Asia,2001,115,15
Belarus,BLR,Upper middle income,TFN,Europe & Central Asia,2002,399,246.956522
Belarus,BLR,Upper middle income,TFN,Europe & Central Asia,2003,361,-9.52381
Belarus,BLR,Upper middle income,TFN,Europe & Central Asia,2004,323,-10.526316
Belarus,BLR,Upper middle income,TFN,Europe & Central Asia,2005,375,16.099071
Belarus,BLR,Upper middle income,TFN,Europe & Central Asia,2006,343,-8.533333
Belarus,BLR,Upper middle income,TFN,Europe & Central Asia,2007,599,74.635569
Belarus,BLR,Upper middle income,TFN,Europe & Central Asia,2008,376,-37.228715
Belarus,BLR,Upper middle income,TFN,Europe & Central Asia,2009,391,3.989362
Belarus,BLR,Upper middle income,TFN,Europe & Central Asia,2010,603,54.219949
Belarus,BLR,Upper middle income,TFN,Europe & Central Asia,2011,364,-39.635158
Belarus,BLR,Upper middle income,TFN,Europe & Central Asia,2012,314,-13.736264
Belarus,BLR,Upper middle income,TFN,Europe & Central Asia,2013,682,117.197452
Belarus,BLR,Upper middle income,TFN,Europe & Central Asia,2014,266,-60.997067
Belgium,BEL,High income: OECD,TCER,Europe & Central Asia,1995,17415,
Belgium,BEL,High income: OECD,TCER,Europe & Central Asia,1996,30866,77.238013
Belgium,BEL,High income: OECD,TCER,Europe & Central Asia,1997,48703,57.788505
Belgium,BEL,High income: OECD,TCER,Europe & Central Asia,1998,51428,5.595138
Belgium,BEL,High income: OECD,TCER,Europe & Central Asia,1999,57642,12.082912
Belgium,BEL,High income: OECD,TCER,Europe & Central Asia,2000,55384,-3.917283
Belgium,BEL,High income: OECD,TCER,Europe & Central Asia,2001,62037,12.012495
Belgium,BEL,High income: OECD,TCER,Europe & Central Asia,2002,112652,81.588407
Belgium,BEL,High income: OECD,TCER,Europe & Central Asia,2003,107016,-5.003018
Belgium,BEL,High income: OECD,TCER,Europe & Central Asia,2004,114456,6.952231
Belgium,BEL,High income: OECD,TCER,Europe & Central Asia,2005,108702,-5.027259
Belgium,BEL,High income: OECD,TCER,Europe & Central Asia,2006,107380,-1.216169
Belgium,BEL,High income: OECD,TCER,Europe & Central Asia,2007,98150,-8.595642
Belgium,BEL,High income: OECD,TCER,Europe & Central Asia,2008,74959,-23.62812
Belgium,BEL,High income: OECD,TCER,Europe & Central Asia,2009,75219,0.346856
Belgium,BEL,High income: OECD,TCER,Europe & Central Asia,2010,79908,6.233797
Belgium,BEL,High income: OECD,TCER,Europe & Central Asia,2011,101448,26.955999
Belgium,BEL,High income: OECD,TCER,Europe & Central Asia,2012,122054,20.311884
Belgium,BEL,High income: OECD,TCER,Europe & Central Asia,2013,149399,22.404018
Benin,BEN,Low income,TFR,Sub-Saharan Africa,1999,127,
Benin,BEN,Low income,TFR,Sub-Saharan Africa,2000,189,48.818898
Benin,BEN,Low income,TFR,Sub-Saharan Africa,2001,27,-85.714286
Benin,BEN,Low income,TFR,Sub-Saharan Africa,2002,89,229.62963
Benin,BEN,Low income,TFR,Sub-Saharan Africa,2003,100,12.359551
Benin,BEN,Low income,TFR,Sub-Saharan Africa,2004,124,24
Benin,BEN,Low income,TFR,Sub-Saharan Africa,2005,209,68.548387
Benin,BEN,Low income,TFR,Sub-Saharan Africa,2006,266,27.272727
Benin,BEN,Low income,TFR,Sub-Saharan Africa,2007,300,12.781955
Benin,BEN,Low income,TFR,Sub-Saharan Africa,2008,1073,257.666667
Benin,BEN,Low income,TFR,Sub-Saharan Africa,2009,410,-61.789376
Benin,BEN,Low income,TFR,Sub-Saharan Africa,2010,371,-9.512195
Benin,BEN,Low income,TFR,Sub-Saharan Africa,2011,580,56.334232
Benin,BEN,Low income,TFR,Sub-Saharan Africa,2012,1877,223.62069
Benin,BEN,Low income,TFR,Sub-Saharan Africa,2013,3870,106.180075
Bhutan,BTN,Lower middle income,TFN,South Asia,1995,3,
Bhutan,BTN,Lower middle income,TFN,South Asia,1997,9,200
Bhutan,BTN,Lower middle income,TFN,South Asia,1998,12,33.333333
Bhutan,BTN,Lower middle income,TFN,South Asia,1999,11,-8.333333
Bhutan,BTN,Lower middle income,TFN,South Asia,2000,10,-9.090909
Bhutan,BTN,Lower middle income,TFN,South Asia,2001,27,170
Bhutan,BTN,Lower middle income,TFN,South Asia,2002,25,-7.407407
Bhutan,BTN,Lower middle income,TFN,South Asia,2003,23,-8
Bhutan,BTN,Lower middle income,TFN,South Asia,2004,78,239.130435
Bhutan,BTN,Lower middle income,TFN,South Asia,2005,234,200
Bhutan,BTN,Lower middle income,TFN,South Asia,2006,362,54.700855
Bhutan,BTN,Lower middle income,TFN,South Asia,2007,504,39.226519
Bhutan,BTN,Lower middle income,TFN,South Asia,2008,1069,112.103175
Bhutan,BTN,Lower middle income,TFN,South Asia,2009,1143,6.922357
Bhutan,BTN,Lower middle income,TFN,South Asia,2010,1494,30.708661
Bhutan,BTN,Lower middle income,TFN,South Asia,2011,2896,93.842035
Bhutan,BTN,Lower middle income,TFN,South Asia,2012,3766,30.041436
Bhutan,BTN,Lower middle income,TFN,South Asia,2013,4764,26.500266
Bosnia and Herzegovina,BIH,Upper middle income,TCER,Europe & Central Asia,1997,74,
Bosnia and Herzegovina,BIH,Upper middle income,TCER,Europe & Central Asia,1998,37,-50
Bosnia and Herzegovina,BIH,Upper middle income,TCER,Europe & Central Asia,1999,57,54.054054
Bosnia and Herzegovina,BIH,Upper middle income,TCER,Europe & Central Asia,2000,80,40.350877
Bosnia and Herzegovina,BIH,Upper middle income,TCER,Europe & Central Asia,2001,109,36.25
Bosnia and Herzegovina,BIH,Upper middle income,TCER,Europe & Central Asia,2002,307,181.651376
Bosnia and Herzegovina,BIH,Upper middle income,TCER,Europe & Central Asia,2003,315,2.605863
Bosnia and Herzegovina,BIH,Upper middle income,TCER,Europe & Central Asia,2004,276,-12.380952
Bosnia and Herzegovina,BIH,Upper middle income,TCER,Europe & Central Asia,2005,308,11.594203
Bosnia and Herzegovina,BIH,Upper middle income,TCER,Europe & Central Asia,2006,194,-37.012987
Bosnia and Herzegovina,BIH,Upper middle income,TCER,Europe & Central Asia,2007,497,156.185567
Bosnia and Herzegovina,BIH,Upper middle income,TCER,Europe & Central Asia,2008,534,7.444668
Bosnia and Herzegovina,BIH,Upper middle income,TCER,Europe & Central Asia,2009,478,-10.486891
Bosnia and Herzegovina,BIH,Upper middle income,TCER,Europe & Central Asia,2010,770,61.087866
Bosnia and Herzegovina,BIH,Upper middle income,TCER,Europe & Central Asia,2011,2244,191.428571
Bosnia and Herzegovina,BIH,Upper middle income,TCER,Europe & Central Asia,2012,3369,50.13369
Bosnia and Herzegovina,BIH,Upper middle income,TCER,Europe & Central Asia,2013,5642,67.468091
Bosnia and Herzegovina,BIH,Upper middle income,TCER,Europe & Central Asia,2014,6549,16.07586
Botswana,BWA,Upper middle income,TFR,Sub-Saharan Africa,1995,411,
Botswana,BWA,Upper middle income,TFR,Sub-Saharan Africa,1996,214,-47.931873
Botswana,BWA,Upper middle income,TFR,Sub-Saharan Africa,1997,440,105.607477
Botswana,BWA,Upper middle income,TFR,Sub-Saharan Africa,1998,385,-12.5
Botswana,BWA,Upper middle income,TFR,Sub-Saharan Africa,1999,433,12.467532
Botswana,BWA,Upper middle income,TFR,Sub-Saharan Africa,2000,586,35.334873
Botswana,BWA,Upper middle income,TFR,Sub-Saharan Africa,2001,462,-21.16041
Botswana,BWA,Upper middle income,TFR,Sub-Saharan Africa,2002,1203,160.38961
Botswana,BWA,Upper middle income,TFR,Sub-Saharan Africa,2003,934,-22.360765
Botswana,BWA,Upper middle income,TFR,Sub-Saharan Africa,2004,1062,13.704497
Botswana,BWA,Upper middle income,TFR,Sub-Saharan Africa,2006,1586,49.340866
Botswana,BWA,Upper middle income,TFR,Sub-Saharan Africa,2007,2197,38.52459
Botswana,BWA,Upper middle income,TFR,Sub-Saharan Africa,2008,1797,-18.206645
Botswana,BWA,Upper middle income,TFR,Sub-Saharan Africa,2009,2719,51.307735
Botswana,BWA,Upper middle income,TFR,Sub-Saharan Africa,2010,4171,53.401986
Botswana,BWA,Upper middle income,TFR,Sub-Saharan Africa,2012,9211,120.834332
Brazil,BRA,Upper middle income,TFR,Latin America & Caribbean,1995,7749,
Brazil,BRA,Upper middle income,TFR,Latin America & Caribbean,1996,13143,69.608982
Brazil,BRA,Upper middle income,TFR,Latin America & Caribbean,1997,12014,-8.590124
Brazil,BRA,Upper middle income,TFR,Latin America & Caribbean,1998,16005,33.219577
Brazil,BRA,Upper middle income,TFR,Latin America & Caribbean,1999,17506,9.378319
Brazil,BRA,Upper middle income,TFR,Latin America & Caribbean,2000,17881,2.142123
Brazil,BRA,Upper middle income,TFR,Latin America & Caribbean,2001,18320,2.45512
Brazil,BRA,Upper middle income,TFR,Latin America & Caribbean,2002,13981,-23.684498
Brazil,BRA,Upper middle income,TFR,Latin America & Caribbean,2003,10714,-23.367427
Brazil,BRA,Upper middle income,TFR,Latin America & Caribbean,2004,16305,52.184058
Brazil,BRA,Upper middle income,TFR,Latin America & Caribbean,2005,18017,10.499847
Brazil,BRA,Upper middle income,TFR,Latin America & Caribbean,2006,31156,72.92557
Brazil,BRA,Upper middle income,TFR,Latin America & Caribbean,2007,23490,-24.605212
Brazil,BRA,Upper middle income,TFR,Latin America & Caribbean,2008,39514,68.216262
Brazil,BRA,Upper middle income,TFR,Latin America & Caribbean,2009,28230,-28.556967
Brazil,BRA,Upper middle income,TFR,Latin America & Caribbean,2010,37849,34.07368
Brazil,BRA,Upper middle income,TFR,Latin America & Caribbean,2011,55978,47.898227
Brazil,BRA,Upper middle income,TFR,Latin America & Caribbean,2012,65945,17.805209
Brazil,BRA,Upper middle income,TFR,Latin America & Caribbean,2013,60140,-8.80279
Brazil,BRA,Upper middle income,TFR,Latin America & Caribbean,2014,57502,-4.386432
British Virgin Islands,VIR,High income: nonOECD,TFR,Latin America & Caribbean,2009,28,
British Virgin Islands,VIR,High income: nonOECD,TFR,Latin America & Caribbean,2010,24,-14.285714
British Virgin Islands,VIR,High income: nonOECD,TFR,Latin America & Caribbean,2011,22,-8.333333
British Virgin Islands,VIR,High income: nonOECD,TFR,Latin America & Caribbean,2012,20,-9.090909
British Virgin Islands,VIR,High income: nonOECD,TFR,Latin America & Caribbean,2013,30,50
Brunei Darussalam,BRN,High income: nonOECD,TFN,East Asia & Pacific,2004,5000,
Brunei Darussalam,BRN,High income: nonOECD,TFN,East Asia & Pacific,2007,28252,465.04
Brunei Darussalam,BRN,High income: nonOECD,TFN,East Asia & Pacific,2008,27652,-2.123743
Brunei Darussalam,BRN,High income: nonOECD,TFN,East Asia & Pacific,2009,15800,-42.861276
Brunei Darussalam,BRN,High income: nonOECD,TFN,East Asia & Pacific,2010,24579,55.563291
Brunei Darussalam,BRN,High income: nonOECD,TFN,East Asia & Pacific,2011,32853,33.662883
Brunei Darussalam,BRN,High income: nonOECD,TFN,East Asia & Pacific,2012,27490,-16.324232
Brunei Darussalam,BRN,High income: nonOECD,TFN,East Asia & Pacific,2013,30481,10.88032
Bulgaria,BGR,Upper middle income,VFR,Europe & Central Asia,1995,3267,
Bulgaria,BGR,Upper middle income,VFR,Europe & Central Asia,1996,2544,-22.130395
Bulgaria,BGR,Upper middle income,VFR,Europe & Central Asia,1997,3061,20.322327
Bulgaria,BGR,Upper middle income,VFR,Europe & Central Asia,1998,3141,2.613525
Bulgaria,BGR,Upper middle income,VFR,Europe & Central Asia,1999,3733,18.847501
Bulgaria,BGR,Upper middle income,VFR,Europe & Central Asia,2000,3850,3.134208
Bulgaria,BGR,Upper middle income,VFR,Europe & Central Asia,2001,3079,-20.025974
Bulgaria,BGR,Upper middle income,VFR,Europe & Central Asia,2002,3570,15.946736
Bulgaria,BGR,Upper middle income,VFR,Europe & Central Asia,2003,3408,-4.537815
Bulgaria,BGR,Upper middle income,VFR,Europe & Central Asia,2004,4125,21.038732
Bulgaria,BGR,Upper middle income,VFR,Europe & Central Asia,2005,4108,-0.412121
Bulgaria,BGR,Upper middle income,VFR,Europe & Central Asia,2006,4637,12.877313
Bulgaria,BGR,Upper middle income,VFR,Europe & Central Asia,2007,5148,11.020056
Bulgaria,BGR,Upper middle income,VFR,Europe & Central Asia,2008,6207,20.571096
Bulgaria,BGR,Upper middle income,VFR,Europe & Central Asia,2009,6165,-0.676655
Bulgaria,BGR,Upper middle income,VFR,Europe & Central Asia,2010,6438,4.428224
Bulgaria,BGR,Upper middle income,VFR,Europe & Central Asia,2011,6638,3.106555
Bulgaria,BGR,Upper middle income,VFR,Europe & Central Asia,2012,8685,30.837602
Bulgaria,BGR,Upper middle income,VFR,Europe & Central Asia,2013,11570,33.218192
Bulgaria,BGR,Upper middle income,VFR,Europe & Central Asia,2014,15242,31.737252
Burkina Faso,BFA,Low income,THSN,Sub-Saharan Africa,1995,421,
Burkina Faso,BFA,Low income,THSN,Sub-Saharan Africa,1996,444,5.463183
Burkina Faso,BFA,Low income,THSN,Sub-Saharan Africa,1997,468,5.405405
Burkina Faso,BFA,Low income,THSN,Sub-Saharan Africa,1998,511,9.188034
Burkina Faso,BFA,Low income,THSN,Sub-Saharan Africa,1999,714,39.726027
